	src	mt	score
1062	The 2023 Nürburgring Langstrecken Series is the 46th season of the German endurance series (formerly VLN) run at the Nürburgring Nordschleife, and fourth run as the Nürburgring Langstrecken Serie (NLS).	2023年纽尔堡岭长途赛(英语:Nürburgring Langstrecken Series,缩写为Nürburgring Langstrecken Series,缩写为NLS)是德国纽尔堡岭长途赛(英语:Nürburgring Langstrecken Series,缩写为Nürburgring Langstrecken Series,缩写为Nürburgring Nordschleife)的第46个赛季。	-25.0
1063	BFC Dynamo would now be its main obstacle to success.BFC Dynamo opened the 1978-79 DDR-Oberliga with ten consecutive wins.	BFC Dynamo 将成为其成功的主要障碍。BFC Dynamo 以连续 10 场胜利开幕了 1978-79 DDR-Oberliga。	-1.0
1064	Bulley has been published in Henry Stewart Publications, December 2002: “Stadia development as a catalyst for regeneration” and Proceedings paper for the ICE journal, May 2015: “London 2012 legacy: a sustainable model for delivering large sports events”.	布利在2002年12月的亨利·斯图尔特出版物(英语:Henry Stewart Publications)发表了“体育场的发展是再生的催化剂”和2015年5月的ICE杂志(英语:ICE journal)发表了“2012年伦敦遗产:提供大型体育赛事的可持续模式”。	-12.0
1065	The latter did not occupy the building, as it lacked the CAD $4,000,000 needed to adapt it for people with cognitive impairments.	後者沒有佔據該建築物,因為它缺乏必要的CAD$4,000,000以適應認知障礙的人。	-11.0
1066	After a few hundred meters, the vehicle was stopped near a maintenance door in the twenty-meter-high noise barrier along the A6 freeway at L'Haÿ-les-Roses, which the kidnappers had planned to use to escape, trapping them with a grenade to avoid being followed.	几百米后,车辆停靠在维修门附近,在20米高的噪音障碍中沿着L'Haÿ-les-Roses的A6高速公路,绑架者计划用来逃跑,用火箭抓住他们,以避免被追踪。	-25.0
1067	Roderick Yong earned the 2008 Teacher Day's Retired Teacher Award, which came with a gold medal, a certificate of honor, cash in the amount of $4,000, access to a first-class ward at the government hospital, and free medical care at home from a government nurse.	罗德里克·永获得2008年教师日退休教师奖(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)(英语:2008 Teacher Day's Retired Teacher Award)	-11.0
1068	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2004.	此分類上一篇: 2004 年 Billboard Mainstream Top 40 (或 Pop Airplay) 格式上排名第 10 的歌曲列表	-15.0
1069	In 2008, Crider opened the SCA Contemporary Gallery, an exhibition space to artists, in the Wells Park neighborhood of Albuquerque, New Mexico.In 2015, she moved the gallery to a building that formerly housed M & J’s Sanitary Tortilla Factory, and established the Sanitary Tortilla Factory (STF) in 2015.	2008年,克里德在新墨西哥阿尔布克尔克(Albuquerque)的威尔斯公园(Wells Park)附近开设了SCA当代画廊,并于2015年创立了M&J卫生工厂(Sanitary Tortilla Factory)。	-11.0
1072	It subsequently developed into the most significant trade and transport route of the region and maintained this status even after the decline of the Roman colony.	它后来发展成为该地区最重要的贸易和运输路线,甚至在罗马殖民地衰落之后也保持了这一地位。	0.0
1073	"According to the rules of the International Academy, the category is for ""a fictional production (comedy, drama, or sitcom) intended for a young audience""."	根据国际学院的规则,该类别是“为年轻观众设计的虚构制作(喜剧,戏剧或喜剧)。	-6.0
1074	Her work has appeared in New York, The New York Times, The Nation, The Atlantic, The New Republic, The Texas Observer, Vice, Vogue, and NPR.	她的作品已经出现在纽约,纽约时报,国家,大西洋,新共和国,德克萨斯观察员,副,Vogue和NPR。	-14.0
1075	In the north, that goes through is the road from Patsho Village to Kingnyu village that connects with Thonoknyu to Noklak road at Sanglau Village.	北面,从帕特肖村到金牛村的道路通往桑格劳村的通往诺克拉克的道路。	-5.0
1076	They were held under the auspices of the Scottish Amateur Athletic Association at Carolina Port, Dundee, on Saturday 25 June 1892.	他们在1892年6月25日星期六在丹迪卡罗来纳港举行的苏格兰业余运动会的赞助下举行。	-15.0
1077	This is a list of video game soundtracks that multiple publications, such as video game journalism and music journalism publications, have considered to be among the best of all time.	这是多个出版物,如视频游戏新闻和音乐新闻出版物,认为是最好的所有时间的视频游戏音轨列表。	-16.0
1078	Differing opinions exist on what type of continuity existed across the entire 2206-year period of Rome's history, as well as when different periods start and what they are called.	关于整个2206年的罗马历史期间存在什么样的连续性,以及不同时期开始时以及它们的名称,存在着不同的观点。	-1.0
1079	The game takes place in an alternate history where, one hundred years prior to the present, humanity began developing various superpowers, that were used to both better and hurt society.	游戏发生在一个交替的历史中,在100年前,人类开始发展各种超级力量,这些超级力量被用来改善和伤害社会。	-7.0
1080	The Confederation's contribution covers 90% of relief services, with the remaining 10% provided by the Central Office via its national fund-raising campaign.	联邦的贡献涵盖90%的救援服务,剩下的10%由中央办公室通过其国家筹集资金活动提供。	-6.0
1081	"Battle co-creator and frequent contributor John Wagner was eager to write the strip, recalling he was ""ready to go"" and ""was all for bashing the Argies"" at the time."	约翰·瓦格纳(英语:John Wagner)是剧本的共同创作者和经常参与者,他回忆说他当时“已经准备好了”,并“为了打败阿格里人”。	-13.0
1082	Some architects suggested demolishing the statue of Bohdan Khmelnytsky in front of the Saint Sophia Cathedral and the Cathedral itself.	一些建筑师建议在圣索菲亚主教座堂和主教座堂前拆除博丹·赫梅利茨基的雕像。	-10.0
1083	"The commemoration included a digital deluxe twenty-fifth anniversary edition of her debut album, a digital deluxe twentieth anniversary edition of her third studio album, Moodring (2003), and a remixed and reimagined audio and heel choreography music video of her debut single ""It's All About Me"" (1998) with Brian Friedman."	纪念活动包括她首张专辑的25周年纪念版,第三张工作室专辑《Moodring》(2003年)的25周年纪念版,以及她首张专辑《It's All About Me》(1998年)与布莱恩·弗里德曼(Brian Friedman)的重新组合和重新想象的音频和歌曲视频。	-25.0
1084	Gaucher IV was married by 1258 at the latest to Isabelle von Lezinnes (d. after 1265) from the Villehardouin family, a great-granddaughter of the chronicler Geoffrey of Villehardouin.	高赫四世在1258年與維爾哈多因家族的伊莎貝爾·馮·萊辛斯(英语:Isabelle von Lezinnes)(在1265年逝世)結婚,她是維爾哈多因歷史學家傑弗里(英语:Geoffrey of Villehardouin)的孫女。	-13.1
1085	Ashfaq passed away on 13 November 2001 at the Shaukat Khanum Memorial Cancer Hospital and Research Centre in Lahore, after fighting cancer for two years.	Ashfaq于2001年11月13日在拉霍尔的Shaukat Khanum纪念癌症医院和研究中心去世,两年来一直在与癌症作斗争。	-2.0
1086	In the near future, a family buys an autonomous domestic robot without knowing it is a secret unit powered by human-like artificial intelligence.	在不久的将来,一家人会购买一个自主的家用机器人,但不知道它是由类似人类的人工智能驱动的秘密单位。	-3.0
1087	List of Samoa national rugby union players is a list of people who have played for the Samoa national rugby union team.	萨摩亚国家拉格比联盟的球员列表是为萨摩亚国家拉格比联盟队玩过的人列表。	-17.0
1088	In 2004, he was elected as a member of the Legislative Assembly, winning with a margin of 17,000 votes against Dadi Veerabhadra Rao.	2004年,他被选为立法大会的成员,赢得了17000票对抗达迪·维拉巴德拉·拉奥的边缘。	-12.0
1089	As she once stated, her desire to change her surname was due to marginalization she endured by her relatives who to this day refuse to acknowledge her because of her transition.	正如她曾经说过的那样,她改变姓氏的愿望是因为她遭受了她的亲戚的边缘化,他们直到今天都拒绝因为她的过渡而承认她。	-10.0
1090	Valerii Valeriiovych Dorokhov (Ukrainian: Валерій Валерійович Дорохов, 21 June 1991, Ternopil - 17 April 2023, Donetsk Oblast) was a Ukrainian entrepreneur, serviceman, lieutenant of the 68th Jaeger Brigade of the Armed Forces of Ukraine, a participant in the Russian-Ukrainian war, commander of Oleh Barna.	瓦莱里·瓦莱里奥维奇·多罗霍夫(乌克兰语:瓦莱里·瓦莱里奥维奇·多罗霍夫,1991年6月21日 - 2023年4月17日 - 多内茨克区)是一名乌克兰企业家、服务员、乌克兰武装部队第68个贾格尔军队的校长,参加了俄罗斯 - 乌克兰战争,由巴纳指挥官。	-25.0
1091	Later, he received the rights to 900 acres of land in Vlissingen, New Amsterdam, corresponding to today’s College Point and Flushing on Long Island.	后来,他在新阿姆斯特丹的弗利辛根(Vlissingen)获得了900英亩土地的权利,相当于今天的Long Island的College Point和Flushing。	-8.0
1092	It is jointly produced by RJ of Rj Star Production and Bijou Thaangjam under the banner of Cicada Film Production.	由Rj Star Production的RJ和Bijou Thaangjam在Cicada Film Production的旗帜下共同制作。	-10.0
1093	"On 23 September 2015, she released a remix to ""Dead Body"", titled “Dead Body Part 2+3” featuring Stormzy and Kano."	2015年9月23日,她发行了“死体”的改编,名为“死体部分2+3”,其中有Stormzy和Kano。	-12.0
